latitude,longitude,label,info
7.6615455555555547,-59.780152222222213,9,9
3.4837299999999995,-76.091778888888896,9,9
28.398773999999996,-81.074888000000001,10,10
15.545003636363639,-88.53682545454545,11,11
11.344358333333332,-83.930621666666667,6,6
28.084076666666672,-82.390811666666664,6,6
26.01865571428571,-80.682971428571435,21,21
23.491396000000002,-76.633907999999991,5,5
18.82609583333333,-72.46090833333335,12,12
-10.034136666666667,-74.958633333333339,3,3
16.919987499999998,-93.501807500000012,4,4
17.009556666666665,-64.554754000000003,15,15
19.076483636363637,-78.325800000000001,11,11
