latitude,longitude,label,info
-48.455703333333332,70.003173333333336,3,3
-1.1184559999999999,28.681655999999997,5,5
-17.415670000000002,49.193886666666664,3,3
-15.25,34.833333333333336,3,3
-6.0416650000000001,53.833335000000005,2,2
-25.596477499999999,27.432002499999999,4,4
-31.7608,23.670596,5,5
-79.573237500000005,0.10559750000000001,4,4
-69.328680000000006,74.881596666666667,3,3
-17.703737499999999,16.861075,4,4
-17.816666666666666,27.400000000000002,3,3
-29.577259999999999,29.34196,3,3
