latitude,longitude,label,info
39.087718888888887,44.633696666666673,9,9
25.451189999999997,52.162588333333332,6,6
29.852441428571428,30.870997142857142,7,7
5.8150871428571431,33.414378571428578,7,7
36.957642499999999,37.213994999999997,4,4
37.419225555555556,24.643743333333333,9,9
34.229322500000002,52.538195000000002,4,4
46.266406666666661,26.833466666666663,6,6
12.60985,42.248918000000003,5,5
21.5,18.0,2,2
60.438030000000005,37.545819999999999,3,3
19.494446666666668,33.09444666666667,3,3
33.486194999999995,35.84601,2,2
31.768004999999999,35.141624,10,10
