latitude,longitude,label,info
35.447706666666669,137.61750166666667,124,124
13.841299090909091,104.11679636363637,77,77
2.4379849999999998,119.085015,57,57
7.9354049999999994,135.4085,191,191
-1.6299057142857143,104.18430000000001,37,37
74.516665000000003,126.766665,320,320
22.137850000000004,114.36258000000001,65,65
14.436475454545455,121.01696636363636,18,18
13.922300000000002,144.85800399999999,44,44
32.196950000000001,105.69855250000001,48,48
37.602738333333335,129.09228166666668,79,79
31.22101,121.49203,99,99
43.197638333333337,115.04680833333333,201,201
31.357190000000003,115.71632999999999,318,318
7.7553219999999996,157.765694,13,13
